receipt-0.jpg,mask-receipt-0.jpg,148.62878788,206.78787879,514.81565657,172.32323232,635.44191919,1699.53787879,318.79797980,1703.84595960
receipt-1.jpg,mask-receipt-1.jpg,120.39141414,93.90530303,570.65530303,101.12878788,642.89015152,1904.59217172,115.57575758,1904.59217172
receipt-2.jpg,mask-receipt-2.jpg,321.14015152,271.56818182,702.62878788,288.81060606,711.25000000,1461.29545455,308.20833333,1472.07196970
receipt-3.jpg,mask-receipt-3.jpg,238.86868687,72.78030303,884.56060606,14.92929293,998.39646465,1293.25000000,307.91666667,1405.21969697
receipt-4.jpg,mask-receipt-4.jpg,320.76262626,54.08207071,911.93560606,42.89267677,979.07196970,1432.24242424,331.95202020,1435.97222222
receipt-5.jpg,mask-receipt-5.jpg,89.13636364,43.36363636,792.59090909,69.86363636,835.95454545,1855.00000000,26.50000000,1852.59090909
receipt-6.jpg,mask-receipt-6.jpg,62.46717172,340.33838384,501.89141414,318.79797980,504.04545455,1337.65909091,6.46212121,1318.27272727
receipt-7.jpg,mask-receipt-7.jpg,338.00378788,1.86742424,909.43560606,3.73484848,907.56818182,1436.04924242,289.45075758,1437.91666667
receipt-8.jpg,mask-receipt-8.jpg,282.17929293,8.61616162,706.52525253,12.92424242,693.60101010,1641.37878788,262.79292929,1658.61111111
receipt-9.jpg,mask-receipt-9.jpg,185.24747475,114.16414141,682.83080808,124.93434343,693.60101010,1527.21464646,161.55303030,1469.05555556
receipt-10.jpg,mask-receipt-10.jpg,175.30050505,182.76010101,936.17929293,251.76136364,913.80050505,1435.97222222,119.35353535,1432.24242424
receipt-11.jpg,mask-receipt-11.jpg,343.14141414,18.64898990,973.47727273,20.51388889,962.28787879,1434.10732323,363.65530303,1432.24242424
receipt-12.jpg,mask-receipt-12.jpg,426.50000000,187.40151515,846.53787879,202.47979798,745.29797980,1656.45707071,344.64646465,1658.61111111
receipt-13.jpg,mask-receipt-13.jpg,352.46590909,119.35353535,779.52777778,132.40782828,779.52777778,1432.24242424,255.49116162,1400.53914141
receipt-14.jpg,mask-receipt-14.jpg,90.46969697,387.72727273,527.73989899,364.03282828,540.66414141,1374.27777778,49.54292929,1374.27777778
receipt-15.jpg,mask-receipt-15.jpg,135.70454545,47.38888889,786.22474747,62.46717172,807.76515152,1654.30303030,196.01767677,1647.84090909
receipt-16.jpg,mask-receipt-16.jpg,205.41666667,97.10606061,760.04166667,98.97348485,774.98106061,1437.91666667,158.73106061,1436.04924242
receipt-17.jpg,mask-receipt-17.jpg,91.38005051,251.76136364,800.04166667,244.30176768,833.60984848,1344.59217172,67.13636364,1297.96969697
receipt-18.jpg,mask-receipt-18.jpg,264.81565657,326.35732323,841.06944444,303.97853535,883.96212121,1180.48106061,315.16792929,1253.21212121
receipt-19.jpg,mask-receipt-19.jpg,20.34722222,14.79797980,445.78914141,18.49747475,475.38510101,1424.30555556,38.84469697,1422.45580808
receipt-20.jpg,mask-receipt-20.jpg,111.89393939,156.65151515,503.52272727,175.30050505,503.52272727,1422.91792929,54.08207071,1430.37752525
receipt-21.jpg,mask-receipt-21.jpg,117.97979798,63.03030303,610.90909091,84.04040404,620.60606061,1241.21212121,75.95959596,1237.97979798
receipt-22.jpg,mask-receipt-22.jpg,453.69696970,119.39393939,1277.51515152,68.65151515,1367.06060606,2244.60606061,420.86363636,2259.53030303
receipt-23.jpg,mask-receipt-23.jpg,358.06060606,83.92045455,885.82702020,87.65025253,966.01767677,1387.48484848,318.89772727,1381.89015152
receipt-24.jpg,mask-receipt-24.jpg,262.95075758,7.45959596,798.17676768,11.18939394,837.33964646,1469.54040404,246.16666667,1473.27020202
receipt-25.jpg,mask-receipt-25.jpg,29.99747475,8.57070707,1122.76262626,21.42676768,1191.32828283,3329.71969697,21.42676768,3372.57323232
receipt-26.jpg,mask-receipt-26.jpg,80.80808081,163.23232323,502.62626263,190.70707071,530.10101010,1242.82828283,71.11111111,1242.82828283
receipt-27.jpg,mask-receipt-27.jpg,302.59848485,78.64141414,706.06313131,88.89898990,697.51515152,1285.61616162,294.05050505,1280.48737374
receipt-28.jpg,mask-receipt-28.jpg,369.50000000,0.00000000,679.28282828,26.12626263,705.40909091,1435.07828283,246.33333333,1436.94444444
receipt-29.jpg,mask-receipt-29.jpg,352.46590909,130.54292929,690.01262626,151.05681818,667.63383838,1342.72727273,313.30303030,1333.40277778
